FL16Y,glon,glat,association,logS
FL16Y J0501.0-242,225.175,-34.323,blazar,-11.485
FL16Y J0501.1+242,178.186,-10.770,blazar,-11.744
FL16Y J0501.1-015,201.433,-25.292,blazar,-10.218
FL16Y J0501.7+304,173.088,-6.809,blazar,-11.439
FL16Y J0501.8+450,161.827,1.892,unID,-11.700
FL16Y J0502.2+301,173.565,-7.040,unID,-11.874
FL16Y J0502.3+060,194.002,-20.896,blazar,-11.239
FL16Y J0502.4+343,170.135,-4.365,blazar,-10.858
FL16Y J0502.5+133,187.411,-16.738,blazar,-11.448
FL16Y J0502.6+003,199.164,-23.701,unID,-11.609
FL16Y J0502.8+653,145.284,14.286,blazar,-11.782
FL16Y J0503.6-111,211.042,-28.982,blazar,-11.653
FL16Y J0503.7-605,270.248,-36.482,blazar,-11.392
FL16Y J0503.7+451,161.806,2.327,blazar,-11.154
FL16Y J0504.4-095,209.776,-28.258,blazar,-11.893
FL16Y J0504.4-151,215.249,-30.403,blazar,-12.060
FL16Y J0504.6+174,184.173,-13.964,unID,-11.404
FL16Y J0505.3+045,195.471,-20.862,blazar,-10.296
FL16Y J0505.5+041,196.168,-21.194,blazar,-11.215
FL16Y J0505.6-155,216.235,-30.431,blazar,-11.608
FL16Y J0505.7+332,171.558,-4.599,blazar,-11.495
FL16Y J0505.7-192,219.962,-31.657,unID,-12.132
FL16Y J0505.8+640,146.695,13.718,blazar,-11.506
FL16Y J0505.8-041,204.316,-25.396,blazar,-11.135
FL16Y J0506.0-382,242.183,-36.353,blazar,-11.537
FL16Y J0506.0+611,149.109,12.098,blazar,-11.189
FL16Y J0506.0-035,204.009,-25.180,unID,-11.823
FL16Y J0506.1+502,157.905,5.773,msp,-11.615
FL16Y J0506.2-062,206.426,-26.284,unID,-11.541
FL16Y J0506.5-462,252.292,-36.968,unID,-11.966
FL16Y J0506.6+454,161.734,3.017,unID,-11.830
FL16Y J0506.7-085,209.069,-27.314,blazar,-11.466
FL16Y J0506.8+032,197.158,-21.371,blazar,-11.522
FL16Y J0506.9-543,262.422,-36.770,blazar,-11.145
FL16Y J0507.4-334,236.684,-35.304,blazar,-11.554
FL16Y J0507.5+302,174.209,-6.092,blazar,-11.693
FL16Y J0507.5+465,160.987,3.789,blazar,-11.277
FL16Y J0507.7-610,270.432,-35.961,blazar,-11.132
FL16Y J0507.9+203,182.244,-11.703,unID,-11.502
FL16Y J0507.9+673,143.797,15.893,blazar,-10.653
FL16Y J0508.1+521,156.730,7.027,blazar,-11.665
FL16Y J0508.3-193,220.499,-31.195,blazar,-11.725
FL16Y J0508.5+843,128.351,24.653,blazar,-11.514
FL16Y J0509.0-232,224.772,-32.302,unID,-11.945
FL16Y J0509.1-731,284.890,-33.170,blazar,-12.067
FL16Y J0509.2+554,153.865,9.285,blazar,-11.437
FL16Y J0509.3+101,191.368,-17.243,blazar,-11.110
FL16Y J0509.4+054,195.402,-19.632,blazar,-10.138
FL16Y J0509.5-040,204.520,-24.432,blazar,-11.593
FL16Y J0509.6-291,231.453,-33.820,blazar,-11.889
FL16Y J0509.9-020,202.685,-23.428,unID,-11.794
FL16Y J0510.0+180,184.728,-12.785,blazar,-10.576
FL16Y J0510.1-641,274.252,-35.167,blazar,-11.400
FL16Y J0510.3+092,192.245,-17.493,unID,-11.937
FL16Y J0510.4-180,219.078,-30.192,blazar,-11.589
FL16Y J0510.5-565,265.295,-36.086,unID,-11.890
FL16Y J0511.1+421,165.055,1.565,unID,-11.629
FL16Y J0511.6-680,278.755,-34.278,blazar,-11.580
FL16Y J0512.0+333,172.194,-3.423,unID,-11.804
FL16Y J0512.4+195,183.517,-11.284,unID,-11.400
FL16Y J0512.5+582,151.986,11.128,unID,-11.605
FL16Y J0512.9+404,166.516,0.922,blazar,-11.002
FL16Y J0514.0-400,244.536,-35.051,other,-11.741
FL16Y J0514.1+624,148.318,13.778,blazar,-11.660
FL16Y J0514.1-243,226.504,-31.539,unID,-11.877
FL16Y J0514.2-374,241.779,-34.667,blazar,-11.670
FL16Y J0514.7-440,249.505,-35.385,psr,-11.251
FL16Y J0515.5-384,242.951,-34.573,unID,-12.146
FL16Y J0515.5-012,202.796,-21.878,blazar,-11.637
FL16Y J0515.7-455,251.736,-35.360,blazar,-10.575
FL16Y J0515.8+152,187.698,-13.068,blazar,-10.893
FL16Y J0516.3+375,169.177,-0.180,unID,-11.686
FL16Y J0516.4+735,138.628,19.775,blazar,-11.401
FL16Y J0516.6-723,283.963,-32.814,blazar,-11.391
FL16Y J0516.7-620,271.515,-34.765,blazar,-10.675
FL16Y J0516.8+274,177.554,-5.970,blazar,-11.484
FL16Y J0517.6+085,193.574,-16.183,blazar,-11.901
FL16Y J0517.8-692,280.199,-33.445,unID,-11.667
FL16Y J0517.8-175,219.608,-28.467,blazar,-11.579
FL16Y J0517.9+571,153.369,11.080,unID,-11.650
FL16Y J0518.0+502,159.013,7.320,other,-11.710
FL16Y J0518.4-055,207.467,-23.345,unID,-11.401
FL16Y J0518.8+123,190.660,-14.044,unID,-11.411
FL16Y J0519.1+085,193.911,-15.927,blazar,-11.061
FL16Y J0519.5-454,251.586,-34.689,other,-11.329
FL16Y J0519.5+274,177.883,-5.460,other,-11.858
FL16Y J0519.7+193,184.652,-9.958,unID,-11.595
FL16Y J0519.9-684,279.355,-33.387,other,-9.948
FL16Y J0520.5+653,146.320,15.824,blazar,-12.049
FL16Y J0520.5+360,171.090,-0.492,blazar,-11.228
FL16Y J0521.2+163,187.433,-11.326,other,-11.400
FL16Y J0521.4-173,219.576,-27.546,blazar,-11.394
FL16Y J0521.4-295,233.059,-31.510,blazar,-12.039
FL16Y J0521.6+010,201.285,-19.355,blazar,-11.625
FL16Y J0521.7-385,243.361,-33.394,blazar,-11.495
FL16Y J0521.7+211,183.609,-8.703,blazar,-9.931
FL16Y J0522.4+083,194.517,-15.334,unID,-11.377
FL16Y J0522.9-362,240.611,-32.720,other,-10.291
FL16Y J0523.2-252,228.180,-29.838,other,-10.931
FL16Y J0523.9-830,295.560,-29.510,unID,-11.515
FL16Y J0524.2+375,170.083,1.092,unID,-11.434
FL16Y J0524.2-565,265.207,-34.218,blazar,-11.898
FL16Y J0524.3-243,227.269,-29.331,other,-11.518
FL16Y J0524.4+283,177.736,-4.048,blazar,-11.071
FL16Y J0524.5-261,229.130,-29.798,blazar,-11.698
FL16Y J0524.6+482,161.372,7.040,other,-11.988
FL16Y J0524.8-281,231.432,-30.345,blazar,-11.796
FL16Y J0525.0-033,206.038,-20.809,unID,-11.588
FL16Y J0525.6-200,222.678,-27.560,blazar,-11.876
FL16Y J0525.6-601,269.112,-33.875,blazar,-11.252
FL16Y J0525.6-455,251.969,-33.637,blazar,-11.532
FL16Y J0525.9-005,203.610,-19.344,blazar,-11.542
FL16Y J0526.2-483,254.998,-33.752,blazar,-10.471
FL16Y J0526.3+224,182.865,-6.952,blazar,-11.469
FL16Y J0526.3+425,166.085,4.272,other,-11.134
FL16Y J0526.3+631,148.661,15.202,blazar,-11.932
FL16Y J0526.7-151,217.779,-25.508,blazar,-11.313
FL16Y J0526.9+114,192.342,-12.749,unID,-11.266
FL16Y J0527.2-231,226.047,-28.245,blazar,-11.845
FL16Y J0527.4+664,145.562,17.060,unID,-11.548
FL16Y J0527.4-622,271.682,-33.489,blazar,-11.942
FL16Y J0528.2-464,253.016,-33.286,unID,-11.645
FL16Y J0528.4+181,186.943,-8.994,other,-11.639
FL16Y J0528.4+385,169.712,2.340,unID,-11.676
FL16Y J0528.7-592,268.020,-33.535,blazar,-11.427
FL16Y J0529.0+093,194.572,-13.453,blazar,-11.479
FL16Y J0529.3-010,204.199,-18.682,blazar,-11.495
FL16Y J0529.3-724,283.833,-31.869,blazar,-11.455
FL16Y J0529.6-022,205.510,-19.238,unID,-11.454
FL16Y J0529.7-052,208.316,-20.586,blazar,-11.334
FL16Y J0530.0-690,279.468,-32.457,unID,-10.346
FL16Y J0530.3+330,174.773,-0.557,blazar,-11.641
FL16Y J0530.9+133,191.374,-11.003,blazar,-10.715
FL16Y J0531.7-782,290.258,-30.508,unID,-11.821
FL16Y J0531.7+123,192.251,-11.309,unID,-11.119
FL16Y J0531.8-385,243.846,-31.468,blazar,-12.000
FL16Y J0531.8-663,276.677,-32.591,unID,-10.660
FL16Y J0532.0-482,255.028,-32.805,blazar,-10.650
FL16Y J0532.3+334,174.393,0.198,unID,-11.294
FL16Y J0532.5-511,258.320,-32.935,unID,-12.187
FL16Y J0532.6-844,297.324,-28.776,blazar,-11.875
FL16Y J0532.6+073,196.843,-13.733,blazar,-10.297
FL16Y J0532.8-394,244.803,-31.433,blazar,-11.281
FL16Y J0532.9+574,153.986,13.070,blazar,-11.463
FL16Y J0532.9-832,295.847,-29.154,blazar,-11.676
FL16Y J0533.0+693,143.229,18.868,blazar,-11.933
FL16Y J0533.0-555,263.966,-33.019,blazar,-11.762
FL16Y J0533.2+302,177.278,-1.471,unID,-11.128
FL16Y J0533.3+482,162.165,8.236,blazar,-10.541
FL16Y J0533.5+145,190.563,-9.785,other,-11.542
FL16Y J0533.7+594,152.273,14.172,unID,-11.319
FL16Y J0533.9+675,144.774,18.187,msp,-11.043
FL16Y J0533.9-375,242.796,-30.861,blazar,-11.710
FL16Y J0534.1+085,195.797,-12.698,blazar,-11.595
FL16Y J0534.2+275,179.604,-2.700,other,-11.437
FL16Y J0534.5+220,184.553,-5.781,other,-9.386
FL16Y J0534.5+220,184.553,-5.781,other,-10.104
FL16Y J0534.5+220,184.557,-5.779,psr,-8.841
FL16Y J0534.7+361,172.570,1.956,unID,-11.309
FL16Y J0534.8-543,262.298,-32.740,unID,-11.413
FL16Y J0535.0+371,171.750,2.542,unID,-11.290
FL16Y J0535.4-673,277.718,-32.140,other,-11.048
FL16Y J0535.6-050,208.697,-19.128,unID,-11.573
FL16Y J0535.8-660,275.902,-32.256,blazar,-11.835
FL16Y J0535.9-640,273.693,-32.404,unID,-12.100
FL16Y J0535.9-275,231.802,-27.877,blazar,-11.666
FL16Y J0536.1-120,215.581,-22.118,unID,-11.975
FL16Y J0536.2+173,188.592,-7.815,blazar,-11.321
FL16Y J0536.4-340,238.551,-29.492,blazar,-10.825
FL16Y J0536.4-254,229.621,-27.133,blazar,-11.857
FL16Y J0536.4-334,238.226,-29.404,blazar,-11.007
FL16Y J0537.0+100,195.182,-11.511,unID,-11.308
FL16Y J0537.6+040,200.650,-14.418,unID,-11.807
FL16Y J0537.8-571,265.579,-32.380,blazar,-11.405
FL16Y J0537.9-690,279.534,-31.737,other,-10.836
FL16Y J0537.9-611,270.233,-32.320,unID,-11.718
FL16Y J0538.2-391,244.441,-30.299,blazar,-11.718
FL16Y J0538.7+044,200.149,-13.850,blazar,-11.990
FL16Y J0538.8-440,250.083,-31.091,blazar,-9.823
FL16Y J0538.8-041,208.413,-18.095,unID,-11.491
FL16Y J0539.0+164,189.609,-7.648,blazar,-11.684
FL16Y J0539.0-633,272.910,-32.099,unID,-11.897
FL16Y J0539.1+232,183.968,-4.160,unID,-10.964
FL16Y J0539.2+353,173.569,2.388,unID,-11.345
FL16Y J0539.4-053,209.722,-18.547,blazar,-11.366
FL16Y J0539.6+143,191.584,-8.680,blazar,-10.944
FL16Y J0539.8-284,232.941,-27.301,blazar,-10.654
FL16Y J0539.9+350,174.190,2.176,unID,-11.343
FL16Y J0539.9-102,214.418,-20.580,blazar,-11.556
FL16Y J0539.9-755,287.320,-30.578,other,-11.447
FL16Y J0540.0+120,193.759,-9.834,blazar,-11.327
FL16Y J0540.2+065,198.364,-12.422,unID,-11.590
FL16Y J0540.3+275,180.244,-1.500,other,-10.148
FL16Y J0540.4+360,173.303,2.850,unID,-11.261
FL16Y J0540.4-691,279.686,-31.493,psr,-10.549
FL16Y J0540.5+582,153.938,14.264,blazar,-11.154
FL16Y J0540.6+820,131.221,24.481,unID,-12.156
FL16Y J0540.7-541,262.015,-31.859,blazar,-11.303
FL16Y J0540.9+504,160.767,10.525,unID,-11.512
FL16Y J0541.1-485,255.741,-31.351,blazar,-11.762
FL16Y J0541.1-205,224.984,-24.457,unID,-11.828
FL16Y J0541.4+025,202.030,-14.098,unID,-11.410
FL16Y J0541.4-075,212.109,-19.117,unID,-11.317
FL16Y J0541.5-733,284.637,-30.859,blazar,-11.635
FL16Y J0541.6+515,159.766,11.212,unID,-11.607
FL16Y J0541.6-054,210.030,-18.093,blazar,-11.191
FL16Y J0541.7+554,156.414,13.098,unID,-11.603
FL16Y J0542.4+355,173.761,3.036,unID,-11.181
FL16Y J0542.8-345,240.011,-28.463,blazar,-12.008
FL16Y J0542.8+045,200.513,-12.875,blazar,-11.677
FL16Y J0542.9+474,163.604,9.251,unID,-11.631
FL16Y J0543.0-091,213.552,-19.359,blazar,-10.778
FL16Y J0543.0-042,208.956,-17.179,unID,-11.365
FL16Y J0543.5-874,300.430,-27.781,unID,-11.273
FL16Y J0543.9-553,263.513,-31.480,blazar,-10.521
FL16Y J0543.9+823,130.689,24.780,blazar,-11.255
FL16Y J0544.2+712,141.974,20.485,unID,-11.683
FL16Y J0544.5+223,185.270,-3.492,unID,-11.199
FL16Y J0545.5+061,199.624,-11.617,blazar,-11.318
FL16Y J0545.5+105,195.489,-9.271,unID,-11.514
FL16Y J0545.7-090,213.751,-18.690,unID,-11.244
FL16Y J0545.8+601,152.557,15.742,unID,-11.189
FL16Y J0546.8-220,226.645,-23.630,blazar,-11.977
FL16Y J0546.9-110,215.856,-19.304,unID,-11.504
FL16Y J0548.5-521,259.821,-30.550,blazar,-11.810
FL16Y J0548.9-214,226.566,-23.077,blazar,-12.251
FL16Y J0549.0+325,176.924,2.729,blazar,-11.416
FL16Y J0550.2+073,199.092,-9.984,unID,-11.481
FL16Y J0550.2-573,265.934,-30.720,blazar,-11.603
FL16Y J0550.3-092,214.504,-17.794,unID,-11.451
FL16Y J0550.4-435,250.330,-29.012,blazar,-11.807
FL16Y J0550.6-321,237.572,-26.157,blazar,-11.467
FL16Y J0550.9-162,221.308,-20.552,blazar,-12.077
FL16Y J0551.0+255,183.252,-0.558,blazar,-11.184
FL16Y J0551.7-212,226.482,-22.358,unID,-11.872
FL16Y J0551.7-351,240.860,-26.769,other,-12.011
FL16Y J0551.9+044,201.717,-10.919,unID,-11.189
FL16Y J0552.3+233,185.355,-1.469,unID,-11.201
FL16Y J0552.5+375,173.019,5.841,blazar,-11.194
FL16Y J0552.6+265,182.486,0.309,unID,-11.161
FL16Y J0552.9+031,203.203,-11.444,blazar,-11.257
FL16Y J0553.5-203,225.738,-21.629,blazar,-11.189
FL16Y J0553.9-083,214.252,-16.677,blazar,-11.553
FL16Y J0554.0-505,258.262,-29.527,unID,-11.770
FL16Y J0554.1+310,179.067,2.704,psr,-10.695
FL16Y J0554.2-025,209.019,-14.077,unID,-11.282
FL16Y J0554.2-101,215.720,-17.267,blazar,-11.308
FL16Y J0554.3-442,250.940,-28.403,unID,-11.533
FL16Y J0554.4-275,233.315,-24.041,blazar,-12.032
FL16Y J0554.7-001,206.551,-12.681,unID,-11.598
FL16Y J0554.9+014,204.762,-11.687,unID,-11.228
FL16Y J0555.1+030,203.685,-11.065,blazar,-11.162
FL16Y J0555.2+033,203.159,-10.758,unID,-11.494
FL16Y J0555.5+394,171.660,7.290,blazar,-10.826
FL16Y J0556.0+003,206.030,-12.049,unID,-11.291
FL16Y J0556.3-435,250.499,-27.955,blazar,-11.471
FL16Y J0557.3+770,136.632,23.448,blazar,-11.763
FL16Y J0557.3-061,212.410,-14.877,blazar,-11.551
FL16Y J0557.6-071,213.427,-15.276,blazar,-11.808
FL16Y J0558.0-285,234.591,-23.601,blazar,-11.754
FL16Y J0558.0-383,244.831,-26.424,blazar,-11.182
FL16Y J0558.1-445,251.667,-27.838,unID,-11.847
FL16Y J0558.1-211,226.809,-20.860,unID,-11.642
FL16Y J0558.7-495,257.385,-28.663,unID,-11.661
FL16Y J0558.9-745,286.089,-29.519,blazar,-11.279
FL16Y J0559.6+304,180.011,3.530,blazar,-11.716
FL16Y J0559.9-181,224.144,-19.376,blazar,-11.743
FL16Y J0559.9+703,143.316,21.348,blazar,-11.398
FL16Y J0600.0+021,204.953,-10.360,unID,-11.436
FL16Y J0600.1+641,149.606,18.928,blazar,-11.704
FL16Y J0600.3+124,195.723,-5.250,blazar,-11.372
FL16Y J0600.5-393,246.070,-26.218,blazar,-11.142
FL16Y J0600.6+494,163.130,12.838,unID,-11.692
FL16Y J0600.6-100,216.363,-15.823,unID,-11.377
FL16Y J0600.7+201,189.292,-1.492,unID,-11.168
FL16Y J0600.8+050,202.462,-8.812,unID,-11.367
FL16Y J0601.0+383,173.212,7.657,blazar,-11.040
FL16Y J0601.1+544,158.638,15.092,blazar,-11.818
FL16Y J0601.2-703,281.034,-29.627,blazar,-10.696
FL16Y J0601.5-723,283.385,-29.511,blazar,-11.675
FL16Y J0601.5+231,186.648,0.227,blazar,-11.090
FL16Y J0601.8-610,270.029,-29.436,unID,-11.719
FL16Y J0601.9-200,226.017,-19.600,blazar,-11.310
FL16Y J0602.0+531,160.061,14.569,blazar,-11.012
FL16Y J0602.8-000,207.410,-10.845,blazar,-11.330
FL16Y J0602.8-401,246.937,-25.961,blazar,-10.952
FL16Y J0602.8+662,147.596,20.040,unID,-12.106
FL16Y J0603.0+604,153.074,17.852,blazar,-11.784
FL16Y J0603.0-293,235.677,-22.791,blazar,-11.855
FL16Y J0603.8+220,188.050,0.039,blazar,-11.004
FL16Y J0604.0+174,191.827,-2.029,blazar,-11.212
FL16Y J0604.1-481,255.682,-27.499,blazar,-11.466
FL16Y J0604.7+164,192.688,-2.328,unID,-11.169
FL16Y J0604.7+441,168.568,10.883,blazar,-11.215
FL16Y J0604.8-104,217.396,-15.157,unID,-11.508
FL16Y J0604.9-000,207.579,-10.324,blazar,-11.314
FL16Y J0605.0-485,256.360,-27.459,blazar,-11.861
FL16Y J0605.1+375,174.208,8.034,msp,-11.197
FL16Y J0605.6+403,171.975,9.315,blazar,-11.688
FL16Y J0606.5-473,254.915,-26.944,blazar,-11.507
FL16Y J0606.9+440,168.900,11.161,blazar,-12.015
FL16Y J0607.2-251,231.697,-20.433,blazar,-11.864
FL16Y J0607.4+473,165.630,12.866,blazar,-10.581
FL16Y J0607.8+672,146.797,20.859,blazar,-11.273
FL16Y J0607.9-190,225.703,-17.946,unID,-11.811
FL16Y J0607.9-083,215.743,-13.521,blazar,-10.702
FL16Y J0608.0-603,269.505,-28.640,blazar,-11.487
FL16Y J0608.1-152,222.109,-16.373,blazar,-11.023
FL16Y J0608.4-230,229.605,-19.365,unID,-11.822
FL16Y J0608.4+200,190.296,0.021,unID,-11.084
FL16Y J0608.5+203,189.856,0.304,other,-11.080
FL16Y J0608.6+114,197.514,-3.916,other,-11.408
FL16Y J0608.6+182,191.748,-0.733,unID,-11.135
FL16Y J0608.6+154,194.104,-2.034,unID,-11.226
FL16Y J0608.6+222,188.252,1.213,blazar,-11.290
FL16Y J0608.7+555,157.980,16.588,blazar,-11.595
FL16Y J0608.9-222,228.936,-18.967,blazar,-11.756
FL16Y J0609.0-545,263.239,-27.860,blazar,-11.304
FL16Y J0609.2-024,210.604,-10.662,blazar,-11.091
FL16Y J0609.3+213,189.074,0.928,unID,-11.114
FL16Y J0609.5+141,195.570,-2.585,blazar,-11.374
FL16Y J0610.1-184,225.607,-17.319,blazar,-11.227
FL16Y J0610.2-210,227.740,-18.181,msp,-11.119
FL16Y J0610.4+204,189.914,0.768,unID,-11.192
FL16Y J0610.5+164,193.365,-1.106,unID,-11.162
FL16Y J0610.7+375,174.794,8.975,unID,-12.084
FL16Y J0610.8+133,196.216,-2.595,unID,-11.124
FL16Y J0610.8-605,270.027,-28.342,blazar,-11.461
FL16Y J0610.9-490,256.886,-26.565,unID,-11.987
FL16Y J0611.2+432,169.827,11.574,blazar,-11.290
FL16Y J0611.3+531,160.654,15.839,unID,-11.772
FL16Y J0611.4-472,254.947,-26.113,unID,-11.961
FL16Y J0611.6-271,233.937,-20.178,unID,-11.040
FL16Y J0611.7-291,236.046,-20.912,unID,-11.887
FL16Y J0611.7+280,183.604,4.552,blazar,-11.147
FL16Y J0612.3-663,276.521,-28.591,unID,-12.010
FL16Y J0612.3+191,191.498,0.412,unID,-11.111
FL16Y J0612.5-313,238.481,-21.542,blazar,-11.421
FL16Y J0612.5-393,246.732,-23.990,blazar,-11.672
FL16Y J0612.9+412,171.830,10.929,blazar,-10.421
FL16Y J0613.5+710,143.132,22.589,blazar,-11.697
FL16Y J0613.6+171,193.383,-0.279,blazar,-11.099
FL16Y J0613.7-020,210.419,-9.306,msp,-10.417
FL16Y J0614.1+162,194.112,-0.544,unID,-10.970
FL16Y J0614.1-332,240.500,-21.831,msp,-9.940
FL16Y J0614.5+141,196.024,-1.451,unID,-11.318
FL16Y J0614.6-230,230.187,-18.041,unID,-11.988
FL16Y J0614.7+573,156.735,17.992,unID,-11.679
FL16Y J0614.8+613,152.761,19.518,blazar,-11.591
FL16Y J0615.0+242,187.168,3.463,blazar,-11.467
FL16Y J0615.0-190,226.344,-16.369,unID,-11.982
FL16Y J0615.3-311,238.339,-20.855,blazar,-11.454
FL16Y J0615.4-062,214.596,-10.911,unID,-11.472
FL16Y J0616.1-173,225.008,-15.511,blazar,-12.085
FL16Y J0616.3-104,218.619,-12.594,blazar,-11.280
FL16Y J0616.5+223,188.975,2.898,other,-10.340
FL16Y J0616.9+434,170.052,12.623,blazar,-11.913
FL16Y J0617.2+223,189.048,3.033,other,-9.347
FL16Y J0617.2+570,157.424,18.096,blazar,-10.876
FL16Y J0617.6-171,224.900,-15.076,blazar,-11.004
FL16Y J0617.7-402,247.937,-23.267,unID,-11.566
FL16Y J0618.0+781,135.678,24.858,other,-11.755
FL16Y J0618.1-031,212.098,-8.929,blazar,-11.453
FL16Y J0618.1+421,171.514,12.166,blazar,-11.701
FL16Y J0618.2-242,231.856,-17.809,blazar,-11.614
FL16Y J0618.4+315,180.938,7.588,unID,-11.960
FL16Y J0618.7-113,219.764,-12.461,blazar,-11.331
FL16Y J0618.8+224,189.120,3.414,unID,-10.684
FL16Y J0618.9+121,198.319,-1.471,unID,-11.104
FL16Y J0619.8+573,157.022,18.628,blazar,-12.074
FL16Y J0619.9+145,196.098,-0.008,blazar,-11.007
FL16Y J0620.1+224,189.263,3.684,unID,-10.914
FL16Y J0620.2+380,175.481,10.725,blazar,-11.624
FL16Y J0620.5-251,232.813,-17.611,blazar,-11.143
FL16Y J0620.7+264,185.744,5.668,blazar,-11.522
FL16Y J0620.7-503,258.790,-25.325,blazar,-11.876
FL16Y J0620.8+220,189.949,3.507,unID,-11.850
FL16Y J0621.1-465,254.831,-24.393,blazar,-11.746
FL16Y J0621.1-221,229.960,-16.323,blazar,-11.490
FL16Y J0621.1+251,187.129,5.062,msp,-11.336
FL16Y J0621.7-341,241.758,-20.575,blazar,-11.795
FL16Y J0621.8+174,193.775,1.747,blazar,-11.375
FL16Y J0621.9+421,171.707,12.861,unID,-12.049
FL16Y J0622.2+374,175.872,10.972,psr,-10.726
FL16Y J0622.3+312,181.708,8.131,unID,-11.242
FL16Y J0622.3-260,233.799,-17.561,blazar,-10.673
FL16Y J0622.6-643,274.282,-27.370,blazar,-11.639
FL16Y J0622.7-414,249.507,-22.727,blazar,-11.750
FL16Y J0622.8+224,189.462,4.275,unID,-11.470
FL16Y J0622.8-301,237.840,-18.950,blazar,-11.615
FL16Y J0622.9+332,179.939,9.153,blazar,-10.609
FL16Y J0623.2+304,182.411,8.012,blazar,-11.390
FL16Y J0623.6-335,241.554,-20.088,blazar,-10.989
FL16Y J0623.7-525,261.513,-25.388,blazar,-11.616
FL16Y J0624.0+085,201.864,-1.956,unID,-11.692
FL16Y J0624.0-633,273.092,-27.087,blazar,-11.893
FL16Y J0624.1-490,257.363,-24.451,unID,-11.801
FL16Y J0624.2-294,237.522,-18.514,blazar,-11.843
FL16Y J0624.5-323,240.284,-19.445,blazar,-11.975
FL16Y J0624.9-073,216.719,-9.326,other,-11.476
FL16Y J0625.3+444,169.771,14.402,blazar,-11.079
FL16Y J0625.4-113,220.388,-10.942,blazar,-11.415
FL16Y J0625.6+702,144.127,23.350,unID,-11.987
FL16Y J0625.9-543,263.402,-25.407,blazar,-11.324
FL16Y J0626.0+174,194.339,2.576,unID,-11.274
FL16Y J0626.4-171,225.728,-13.143,blazar,-11.681
FL16Y J0626.5-425,251.042,-22.420,blazar,-11.604
FL16Y J0626.9+262,186.691,6.761,other,-11.940
FL16Y J0627.1-352,243.454,-19.968,other,-10.748
FL16Y J0627.7-260,234.224,-16.428,unID,-11.881
FL16Y J0627.8-151,224.128,-12.030,blazar,-12.008
FL16Y J0628.5-671,277.286,-27.050,blazar,-11.878
FL16Y J0628.8+621,152.714,21.275,unID,-11.807
FL16Y J0628.8-624,272.426,-26.462,blazar,-11.228
FL16Y J0628.9-234,232.082,-15.236,unID,-11.889
FL16Y J0629.2+690,145.767,23.263,blazar,-11.551
FL16Y J0629.3-195,228.648,-13.665,blazar,-10.880
FL16Y J0629.5+243,188.577,6.471,blazar,-11.611
FL16Y J0630.1-201,228.901,-13.571,blazar,-11.813
FL16Y J0630.2+322,181.521,10.109,blazar,-11.807
FL16Y J0630.9+562,158.700,19.637,unID,-11.848
FL16Y J0630.9-240,232.686,-14.996,blazar,-10.276
FL16Y J0631.1+202,192.536,4.862,blazar,-11.266
FL16Y J0631.4+103,201.235,0.449,psr,-10.536
FL16Y J0631.8+064,204.683,-1.245,psr,-10.823
FL16Y J0631.9-103,220.220,-9.087,blazar,-11.095
FL16Y J0632.6+121,199.909,1.463,unID,-11.417
FL16Y J0632.9+054,205.646,-1.427,other,-11.490
FL16Y J0633.3-222,231.287,-13.794,blazar,-11.203
FL16Y J0633.5+584,156.560,20.703,blazar,-11.935
FL16Y J0633.7+063,205.090,-0.932,psr,-10.026
FL16Y J0633.9+174,195.136,4.275,psr,-8.375
FL16Y J0634.2+043,206.875,-1.700,other,-10.103
FL16Y J0634.7+103,201.577,1.162,unID,-11.150
FL16Y J0634.9-233,232.574,-13.952,blazar,-10.923
FL16Y J0634.9-304,239.392,-16.735,unID,-11.411
FL16Y J0635.3+021,209.099,-2.551,unID,-11.297
FL16Y J0635.8-751,286.390,-27.157,blazar,-10.947
FL16Y J0635.8+311,183.151,10.645,unID,-11.874
FL16Y J0636.7+713,143.115,24.515,blazar,-11.163
FL16Y J0636.9-121,222.246,-8.716,blazar,-11.559
FL16Y J0637.3-621,272.053,-25.420,unID,-12.055
FL16Y J0637.7-353,244.397,-17.988,blazar,-11.729
FL16Y J0638.4+570,158.421,20.814,blazar,-11.763
FL16Y J0638.5+601,155.130,21.793,blazar,-11.698
FL16Y J0638.5+732,141.306,25.000,blazar,-11.282
FL16Y J0638.7+275,186.510,9.770,blazar,-11.770
FL16Y J0639.3+350,179.904,12.930,blazar,-11.378
FL16Y J0639.4+065,205.400,0.503,other,-9.975
FL16Y J0639.5-801,291.937,-27.205,unID,-11.715
FL16Y J0640.1-125,223.218,-8.316,blazar,-11.260
FL16Y J0640.3-192,229.208,-11.083,unID,-11.527
FL16Y J0640.6+330,181.860,12.349,unID,-11.849
FL16Y J0640.7-271,236.535,-14.205,unID,-11.779
FL16Y J0640.8+243,189.772,8.746,blazar,-11.937
FL16Y J0641.1-520,261.227,-22.596,blazar,-11.982
FL16Y J0641.4+334,181.295,12.790,unID,-11.865
FL16Y J0641.7-032,214.810,-3.670,blazar,-10.719
FL16Y J0642.3-650,275.117,-25.363,unID,-11.684
FL16Y J0643.2-331,242.569,-16.089,other,-11.713
FL16Y J0643.2-535,263.328,-22.801,blazar,-11.248
FL16Y J0643.3+623,152.893,22.984,unID,-12.030
FL16Y J0643.4+085,204.046,2.307,blazar,-10.525
